name,email,phone,company,website,city,country_code,address,review_count,review_score,segment,source,niche,place_id,instagram,facebook,linkedin
Torre Entel,,,Torre Entel,https://informacioncorporativa.entel.cl/sobre-entel/historia/torre-entel,Santiago,CL,,6082,4.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
"The Singular Santiago, Lastarria Hotel",marketing@thesingular.com,+56 2 2306 8800,"The Singular Santiago, Lastarria Hotel",https://www.thesingular.com/,Santiago,CL,,2109,4.7,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Museo Chileno de Arte Precolombino (MChAP),informaciones@museoprecolombino.cl,+56 2 2928 1500,Museo Chileno de Arte Precolombino (MChAP),https://museo.precolombino.cl/,Santiago,CL,,10441,4.7,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Museo Chileno de Arte Precolombino (MChAP),membresias@museoprecolombino.cl,+56 2 2928 1500,Museo Chileno de Arte Precolombino (MChAP),https://museo.precolombino.cl/,Santiago,CL,,10441,4.7,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Boutique Tremo Parque Forestal,bellasartes@tremohotel.cl,+56 2 2664 3769,Hotel Boutique Tremo Parque Forestal,https://tremohotel.cl/parqueforestal/index.html,Santiago,CL,,376,3.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Boutique Tremo Parque Forestal,reservas@tremohotel.cl,+56 2 2664 3769,Hotel Boutique Tremo Parque Forestal,https://tremohotel.cl/parqueforestal/index.html,Santiago,CL,,376,3.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Boutique Tremo Parque Forestal,bellavista@tremohotel.cl,+56 2 2664 3769,Hotel Boutique Tremo Parque Forestal,https://tremohotel.cl/parqueforestal/index.html,Santiago,CL,,376,3.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Boutique Tremo Parque Forestal,reservas@onegroupsantiago.cl,+56 2 2664 3769,Hotel Boutique Tremo Parque Forestal,https://tremohotel.cl/parqueforestal/index.html,Santiago,CL,,376,3.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Residencial Universitaria,,+56 2 2697 3139,Residencial Universitaria,http://www.residencialuniversitario.cl/,Santiago,CL,,219,4.4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Guest House Club Hipico,,+56 9 9821 0261,Guest House Club Hipico,https://www.guesthousechile.cl/,Santiago,CL,,4,5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
HOTEL SAHARA INN,contacto@saharainn.cl,+56 2 2695 7376,HOTEL SAHARA INN,http://www.saharainn.cl/,Santiago,CL,,905,3.8,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Imperio,recepcion@hotelimperio.cl,+56 2 2592 6000,Hotel Imperio,http://hotelimperio.cl/,Santiago,CL,,653,4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Tremo Santiago Suite Apartment,,+56 2 2632 4290,Tremo Santiago Suite Apartment,https://www.santiagosuiteapartment.com/,Santiago,CL,,220,3.9,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Libertador,contacto@hotellibertador.cl,+56 2 2639 4211,Hotel Libertador,http://www.hotellibertador.cl/,Santiago,CL,,1205,3.9,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel HW (Libertad),centraldereservas@hoteleshw.com,+56 2 3293 1100,Hotel HW (Libertad),http://www.hoteleshw.com/,Santiago,CL,,29,4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Vista Hill,reservas@hotelvistahill.cl,+56 9 2795 0271,Hotel Vista Hill,http://www.hotelvistahill.cl/,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Boutique en Santiago,,+56 9 7902 8685,Boutique en Santiago,https://null-353.ueniweb.com/?utm_campaign=gmb,Santiago,CL,,1,1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Park Suite Apartment Huerfanos Santiago,bookings@parkplaza.cl,+56 2 2372 4000,Park Suite Apartment Huerfanos Santiago,http://www.parkapartments.cl/,Santiago,CL,,47,4.4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Park Plaza Apart Hotel,bookings@parkplaza.cl,+56 2 2822 5400,Park Plaza Apart Hotel,http://www.parkapartments.cl/,Santiago,CL,,663,4.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Intimo Hotel Miraflores - Ex Hotel Riviera,,+56 2 2620 5200,Intimo Hotel Miraflores - Ex Hotel Riviera,https://www.intimohotelmiraflores.site/es/,Santiago,CL,,429,3.9,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Ismael Hotel,recepcion@ismaelhotel.com,+56 2 2616 7600,Ismael Hotel,http://www.ismaelhotel.com/,Santiago,CL,,633,4.6,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Ismael Hotel,reservas@ismaelhotel.com,+56 2 2616 7600,Ismael Hotel,http://www.ismaelhotel.com/,Santiago,CL,,633,4.6,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Amistar Apart Hotel,,+56 9 5794 8317,Amistar Apart Hotel,https://www.amistar.cl/,Santiago,CL,,252,4.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Castelletto B&B and Coffee Shop,,+56 9 5403 6553,Castelletto B&B and Coffee Shop,https://www.instagram.com/castelletto.hotel?igsh=MTZ0dWJlN2Qzbm82Yw==,Santiago,CL,,28,5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Lastarria 43-61 Apart Hotel,contacto@lastarria.cl,+56 2 2638 3230,Lastarria 43-61 Apart Hotel,http://www.lastarria.cl/,Santiago,CL,,67,4.4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Foresta,info@forestahotel.cl,+56 2 3275 8500,Hotel Foresta,http://forestahotel.cl/,Santiago,CL,,563,4.2,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Foresta,reservas@forestahotel.cl,+56 2 3275 8500,Hotel Foresta,http://forestahotel.cl/,Santiago,CL,,563,4.2,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Plaza Londres 77,recepcionlondres@gmail.com,+56 2 2639 7621,Hotel Plaza Londres 77,http://www.plazalondres.cl/,Santiago,CL,,439,3.8,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Plaza Londres 77,info@hotelplazalondres.cl,+56 2 2639 7621,Hotel Plaza Londres 77,http://www.plazalondres.cl/,Santiago,CL,,439,3.8,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Plaza Londres 77,info@hotelplazalondres.cl,+56 2 2639 7621,Hotel Plaza Londres 77,http://www.plazalondres.cl/,Santiago,CL,,439,3.8,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Montecarlo,info@hotelmontecarlo.cl,+56 2 2337 4800,Hotel Montecarlo,http://www.hotelmontecarlo.cl/,Santiago,CL,,908,4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Novapark,servicioclientes@hoas.cl,+56 2 3210 1529,Hotel Novapark,https://novapark.cl/,Santiago,CL,,2417,4.2,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Novapark,reservas@novapark.cl,+56 2 3210 1529,Hotel Novapark,https://novapark.cl/,Santiago,CL,,2417,4.2,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
ORIGEN Apart Hotel,contacto@origenaparthotel.cl,+56 2 2671 6906,ORIGEN Apart Hotel,http://www.origenaparthotel.cl/,Santiago,CL,,219,3.9,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Eleven Keys - Boutique Apartment diseño moderno Santiago,,,Eleven Keys - Boutique Apartment diseño moderno Santiago,https://www.booking.com/hotel/cl/apartamento-en-santiago-santiago7.en-gb.html?aid=2068758&utm_source=seogooglelocal&utm_medium=description&utm_term=hotel-14361881&utm_campaign=en-gb&label=seogooglelocal-link-imagesaow-hotel-14361881_grp-1_gendate-20260503,Santiago,CL,,2,5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Brasilia,reservas@hotelbrasilia.cl,+56 9 5159 4374,Hotel Brasilia,http://hotelbrasilia.cl/,Santiago,CL,,739,4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Departamentos Alto Moneda,,+56 9 5207 0889,Departamentos Alto Moneda,http://www.altomoneda.cl/,Santiago,CL,,257,4.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Aparthotel San Francisco,,+56 2 2790 3200,Aparthotel San Francisco,http://www.apartsanfrancisco.cl/,Santiago,CL,,176,3.9,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Savoy HoteL Santiago,,+56 9 9753 8154,Savoy HoteL Santiago,https://reservas.motelnow.cl/motels/6855-hotel-savoy,Santiago,CL,,32,3.8,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Plaza Paris Amistar,,+56 9 5781 1562,Plaza Paris Amistar,https://www.amistar.cl/,Santiago,CL,,372,4.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel Prat,,+56 9 8729 9478,Motel Prat,http://www.hotelprat408.cl/,Santiago,CL,,104,3.7,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Corte Suprema 179,,+56 9 4660 0694,Hotel Corte Suprema 179,http://www.hotelprat408.cl/,Santiago,CL,,169,4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hostal - Triple Room,,,Hostal - Triple Room,https://br.bluepillow.com/search/65c9f34f671b07d23c68fc17?dest=bkng&cat=House&lat=-33.44737&lng=-70.65385&language=pt,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Extintores Norvic,,+56 2 2665 9072,Extintores Norvic,https://norvic.cl/,"Santiago, Estación Central",CL,,46,4.6,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
"Arriendo Departamento por Día, Con Estacionamiento",,+56 9 8121 7959,"Arriendo Departamento por Día, Con Estacionamiento",https://www.instagram.com/arriendos_y_destinos?igsh=MXhqZ2plZHp4anQ0aA==,Santiago,CL,,17,5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Casa Aure,info@casaaure.cl,+56 9 3949 0775,Hotel Casa Aure,http://www.casaaure.cl/,Santiago,CL,,133,4.7,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Guayaquil,,+56 2 2664 8846,Hotel Guayaquil,https://hotel-guayaquil-santiago.jimdosite.com/,Santiago,CL,,483,3.7,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Magnolia Santiago de Chile,,+56 2 2664 4043,Hotel Magnolia Santiago de Chile,https://hotelmagnolia.cl/,Santiago,CL,,1028,4.6,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Complejo Hotelero y Turistico Oasis,,+56 2 2698 5263,Complejo Hotelero y Turistico Oasis,https://moteloasis.cl/,Santiago,CL,,275,3.9,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel Apolo,servicioalcliente@motelesapolo.cl,+56 9 4567 6410,Motel Apolo,https://www.motelesapolo.cl/,Providencia,CL,,524,3.6,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Apart Hotel Reina Victoria Carmen,,,Apart Hotel Reina Victoria Carmen,https://br.bluepillow.com/search/67b32da757129f09023328d7?dest=htpn&cat=Apartment&lat=-33.44935&lng=-70.64179&language=pt,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Granada,,+56 2 2417 9252,Hotel Granada,https://2gis.cl/santiago/firm/70000001006545626,Santiago,CL,,37,3.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Smart Apart,,+56 9 8808 7415,Smart Apart,http://www.hotelsmart.cl/,Santiago,CL,,186,3.7,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Elisa Cole,reservas@elisacole.cl,+56 2 2485 4750,Hotel Elisa Cole,http://www.elisacole.cl/,Santiago,CL,,291,4.2,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Peluditos,contacto@peluditos.cl,+56 9 9508 0243,Peluditos,https://www.peluditos.cl/,Santiago,CL,,558,4.8,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel He Wang,,+56 2 3293 1100,Hotel He Wang,https://hewanghotel.com/,Santiago,CL,,381,4.2,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Nest Bellas Artes,,+56 9 6428 8130,Nest Bellas Artes,https://nestrentalapartments.com/properties/bellas-artes/,Santiago,CL,,96,4.8,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Amor Amor Providencia,contacto@vohoteles.cl,+56 9 6309 3948,Amor Amor Providencia,https://amor.hotelamoramor.cl/,"Santiago, Providencia",CL,,940,4.4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hostal Máncora,info@hospedamancora.cl,+56 9 7485 1653,Hostal Máncora,https://hospedajemancora.cl/monjitas/,Santiago,CL,,37,4.2,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel Rosas 2222,,+56 9 6434 9101,Motel Rosas 2222,http://www.rosas2222.cl/,Santiago,CL,,413,3.6,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Apart Hotel Q - One-Bedroom Apartment,,,Apart Hotel Q - One-Bedroom Apartment,https://br.bluepillow.com/search/5a84f4c97c00cb0e0424fb23?dest=bkng&cat=Apartment&lat=-33.44723&lng=-70.6353&language=pt,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Portugal Suites,,+56 9 7275 7607,Portugal Suites,http://www.arriendodiario.cl/,Santiago,CL,,19,4.6,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Sonetto,recepcion@sonetto.cl,+56 9 7756 8376,Sonetto,http://www.hotelsonetto.com/,Recoleta,CL,,150,2.8,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
BBcasita Blue Hotel- Alojamiento,casitahostelstgo@gmail.com,+56 9 4527 6015,BBcasita Blue Hotel- Alojamiento,http://www.bbcasita.cl/,Santiago,CL,,54,4.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Altiplánico Santiago Bellas Artes,reservassantiago@altiplanico.cl,+56 9 5660 3836,Altiplánico Santiago Bellas Artes,http://www.altiplanico.cl/en/altiplanico-santiago-2/,Santiago,CL,,105,4.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Altiplánico Santiago Bellas Artes,altiplanicosur@altiplanico.cl,+56 9 5660 3836,Altiplánico Santiago Bellas Artes,http://www.altiplanico.cl/en/altiplanico-santiago-2/,Santiago,CL,,105,4.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Altiplánico Santiago Bellas Artes,lorena@altiplanico.cl,+56 9 5660 3836,Altiplánico Santiago Bellas Artes,http://www.altiplanico.cl/en/altiplanico-santiago-2/,Santiago,CL,,105,4.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Altiplánico Santiago Bellas Artes,reservas@altiplanicocajondelmaipo.cl,+56 9 5660 3836,Altiplánico Santiago Bellas Artes,http://www.altiplanico.cl/en/altiplanico-santiago-2/,Santiago,CL,,105,4.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Ciudad de Vitoria,reservasweb@ciudaddevitoria.cl,+56 2 2783 9000,Hotel Ciudad de Vitoria,https://www.ciudaddevitoria.cl/,Santiago,CL,,429,4.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Ciudad de Vitoria,reservas@ciudaddevitoria.cl,+56 2 2783 9000,Hotel Ciudad de Vitoria,https://www.ciudaddevitoria.cl/,Santiago,CL,,429,4.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Ciudad de Vitoria,reservas@ciudaddevitorial.cl,+56 2 2783 9000,Hotel Ciudad de Vitoria,https://www.ciudaddevitoria.cl/,Santiago,CL,,429,4.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Si Hotel,,+56 2 2681 7569,Si Hotel,http://www.sihotel.cl/,Santiago,CL,,451,3.4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Baños Turcos Franklin,,+56 2 3318 0708,Baños Turcos Franklin,https://banosturcosfranklin.cl/,Santiago,CL,,228,4.5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel Blue Santiago Centro,contacto@vohoteles.cl,+56 9 7125 9502,Motel Blue Santiago Centro,https://motelblue.cl/,Santiago,CL,,890,4.4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Nippon,ventas@hotelnippon.cl,+56 2 2838 7000,Hotel Nippon,http://www.hotelnippon.cl/,Santiago,CL,,1018,4.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel Kalipso,sugerencias@kalipso.cl,+56 2 3291 2292,Motel Kalipso,http://www.kalipso.cl/,Santiago,CL,,431,4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
HOM I Studio 2PAX Cerca del Movistar Arena,,,HOM I Studio 2PAX Cerca del Movistar Arena,https://www.expedia.com/Hotel.h112754839.Hotel-Information?mdpcid=META.HPA.WEB-ORGANIC.VR,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
"Lodging and room service in Santiago, Chile",,,"Lodging and room service in Santiago, Chile",https://www.decolar.com/hoteis/h-6512782,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hostal Río Amazonas,reservas@hostalrioamazonas.cl,+56 9 6468 0741,Hostal Río Amazonas,https://www.hostalrioamazonas.cl/,Santiago,CL,,455,4.6,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
EDIFICIO CATEDRAL,,+56 9 9121 6943,EDIFICIO CATEDRAL,https://hostal-catedral.pages.dev/,Santiago,CL,,162,3.7,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Agencia de Viajes Travel One,,+56 9 6131 5453,Agencia de Viajes Travel One,https://agenciadeviajestravelone.cl/,Santiago,CL,,41,4.9,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Windsor Suite,,+56 9 3179 2455,Windsor Suite,http://hotelwindsor.cl/,Santiago,CL,,755,3.7,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
BBCasita Bed & Breakfast - Hostel,casitahostelstgo@gmail.com,+56 9 4526 7576,BBCasita Bed & Breakfast - Hostel,https://bbcasita.cl/,Santiago,CL,,218,3.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel Tropical,,+56 9 7914 8434,Motel Tropical,https://www.hoteltropical.cl/,"Santiago, Estación Central",CL,,657,3.8,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel Sky,,+56 9 6900 6713,Motel Sky,https://www.motelsky.cl/,Santiago,CL,,335,4.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Departamentos R&M,,+56 9 3624 0894,Departamentos R&M,https://wubook.net/neb/bk/?ep=2c63c82c,Santiago,CL,,104,4.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Sommelier Boutique,,+56 2 3244 1790,Hotel Sommelier Boutique,https://sommelierboutique.cl/,Santiago,CL,,1313,4.4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel Cumming,,+56 2 3345 0718,Motel Cumming,http://www.hotelcumming.cl/,Santiago,CL,,372,4.5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
HOTEL THESALIA,,+56 2 3255 4466,HOTEL THESALIA,http://www.thesalia.cl/,Santiago,CL,,30,3.8,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
HOM I Apartamento Céntrico en Santiago 2D2B - Apartment,,,HOM I Apartamento Céntrico en Santiago 2D2B - Apartment,https://br.bluepillow.com/search/68e3dab3f93025efada7e56f?dest=nuit&cat=Apartment&lat=-33.43443&lng=-70.65791&language=pt,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
The Parradise's Santiago,,,The Parradise's Santiago,https://www.booking.com/Pulse-fQWoH9,Santiago,CL,,1,5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Apart Hotel Musó - One-Bedroom Apartment,,,Apart Hotel Musó - One-Bedroom Apartment,https://br.bluepillow.com/search/6811ba776178c7268f2d3fa6?dest=bkng&cat=Apartment&lat=-33.43595&lng=-70.65933&language=pt,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
HOSTAL IRREAL,contacto@hostalirreal.com,+56 9 8191 1475,HOSTAL IRREAL,https://www.hostalirreal.com/,Santiago,CL,,27,3.6,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Red Hotel Santiago - Ex Love,contacto@redhotel.cl,+56 9 9210 7981,Red Hotel Santiago - Ex Love,http://www.redhotel.cl/,Santiago,CL,,105,3.4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Intimo Hotel Barrio Brasil,contacto@hotelesintimo.cl,+56 2 3345 4596,Intimo Hotel Barrio Brasil,http://www.intimohoteles.cl/,Santiago,CL,,71,2.6,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Arriendos Temporales Santiago,,+56 9 9750 9500,Arriendos Temporales Santiago,https://wubook.net/nneb/bk/?ep=2c63c82c,Santiago,CL,,10,3.8,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Riviera Maya,hotelrivieramaya.recep@gmail.com,+56 2 2696 0351,Hotel Riviera Maya,http://hotelrivieramaya.cl/,Santiago,CL,,94,4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Teatinos 690,,+56 9 3624 0894,Teatinos 690,https://wubook.net/neb/bk/?ep=2c63c82c,Santiago,CL,,322,4.4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Sol y Luna,,+56 9 3141 2090,Sol y Luna,http://www.solyluna.cl/,Santiago,CL,,1661,4.3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Motel Bindu / Refugio Tantriko,reservas@motelbindu.cl,+56 2 3311 4374,Motel Bindu / Refugio Tantriko,http://motelbindu.cl/,"Ñuñoa, Santiago",CL,,159,4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Casa Paraiso Republica ***,contacto@hotelcasaparaiso.cl,+56 9 2258 3522,Hotel Casa Paraiso Republica ***,http://hotelcasaparaiso.cl/,Santiago,CL,,2,3,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Apart Hotel Musó - One-Bedroom Apartment,,,Apart Hotel Musó - One-Bedroom Apartment,https://www.freecancellations.com/search/F2d3QwcEGXRXX1RdD1tTQlEJXEpiEwRE?lat=-33.43595&lng=-70.65933&language=de,Santiago,CL,,0,0,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Casa Paraiso República,contacto@hotelcasaparaiso.cl,+56 9 2258 3522,Hotel Casa Paraiso República,https://www.casaparaisohotel.cl/,Santiago,CL,,22,3.7,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Intimo Hotel Santo Domingo,contacto@hotelesintimo.cl,+56 2 2345 0894,Intimo Hotel Santo Domingo,http://www.intimohoteles.cl/,Santiago,CL,,126,3.2,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Residencial Metro Republica,residencialmr@gmail.com,+56 2 2695 6509,Residencial Metro Republica,http://www.residencialmetrorepublica.cl/,Santiago,CL,,143,4.5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Residencial Metro Republica,arana1960@hotmail.com,+56 2 2695 6509,Residencial Metro Republica,http://www.residencialmetrorepublica.cl/,Santiago,CL,,143,4.5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Cinque Terre,,+56 2 2671 5926,Hotel Cinque Terre,https://es-la.facebook.com/HotelCinqueTerre,Santiago,CL,,24,4,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
La Casa Roja Hostel,recepcion@lacasarojahostel.com,+56 2 2695 0600,La Casa Roja Hostel,https://www.lacasarojahostel.com/,Santiago,CL,,576,4.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
La Casa Roja Hostel,reservas@lacasarojashostel.com,+56 2 2695 0600,La Casa Roja Hostel,https://www.lacasarojahostel.com/,Santiago,CL,,576,4.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Intimo Hotel Manuel Rodriguez,contacto@hotelesintimo.cl,+56 2 3345 8090,Intimo Hotel Manuel Rodriguez,http://www.intimohoteles.cl/,Santiago,CL,,148,3.6,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Casa Agustinas Hotel,,+56 9 9239 2983,Casa Agustinas Hotel,http://casaagustinashotel.cl/,Santiago,CL,,6,3.2,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
HH Motel,hhmotel@hhh.cl,+56 9 7768 3108,HH Motel,https://hhmotel.cl/,Santiago,CL,,176,4.5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
HH Motel,hhmotel@hhh.cl,+56 9 7768 3108,HH Motel,https://hhmotel.cl/,Santiago,CL,,176,4.5,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel El Marquez,,+56 2 2696 9972,Hotel El Marquez,http://www.hotelelmarquez.cl/,Santiago,CL,,232,3.8,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
TORRE TAGLE DEPARTAMENTOS AMOBLADOS,contacto@torretagle.cl,+56 9 3773 8967,TORRE TAGLE DEPARTAMENTOS AMOBLADOS,https://hotels.cloudbeds.com/reservation/HcgA7h,Santiago,CL,,56,4.1,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
Hotel Compañia 1906,,+56 9 5352 8949,Hotel Compañia 1906,http://hostalamericano.cl/,Santiago,CL,,177,3.9,chile_santiago_hotel_apify_2026_05_12,apify_google_maps,tourism,,,,
