name,email,phone,company,website,city,country_code,address,segment,source,niche,place_id
SyC Apartments Ilusión,sycapartments@gmail.com,+56998352555,SyC Apartments Ilusión,https://www.booking.com/Pulse-M0vxsc,Santiago,CL,San Isidro 96,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/6235795387
SyC Apartments Marin,sycapartments@gmail.com,+56998352555,SyC Apartments Marin,https://www.booking.com/Pulse-iJGa1hU,Santiago,CL,Marín 440,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/6235795586
Hotel Barrio Yungay,,,Hotel Barrio Yungay,,Santiago,CL,Santo Domingo 3080,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/6236001386
Cerro La Parva Ed. A,,,Cerro La Parva Ed. A,,Santiago,CL,Cerro La Parva,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/6244666185
Hotel Pettra Santiago,centralreservas@hotelespettra.com,+56229374100,Hotel Pettra Santiago,https://www.hotelespettra.com,Lo Barnechea,CL,Comandante Malbec 12851,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/6320993145
RQ Santiago,,+56 22 795 3000,RQ Santiago,https://www.rq.cl/santiago/,Santiago,CL,Avenida Libertador Bernardo O'Higgins,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/6578970879
Manquehue Aeropuerto,,,Manquehue Aeropuerto,,Santiago,CL,Boulevard Aeropuerto 9648,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/6661763678
Da Carlo,,,Da Carlo,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/6682243211
Andes Suite,,,Andes Suite,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/6696065485
Hotel Plaza Ñuñoa,,,Hotel Plaza Ñuñoa,,Ñuñoa,CL,Avenida Irarrázaval,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/6754016687
La Quinta by Wyndham Santiago Aeropuerto,,,La Quinta by Wyndham Santiago Aeropuerto,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/6776162110
Italia Suite B&B Hotel,,,Italia Suite B&B Hotel,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/7080411492
Santiago Village Hostel,,,Santiago Village Hostel,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/7261521685
"Gatos de Campo, Tiernos y Traviesos",mcastanon@maximi89.cl,+56998913632,"Gatos de Campo, Tiernos y Traviesos",,Santiago,CL,Francisco Pizarro 1717,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/8248463356
Xinergia,,,Xinergia,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/8486962417
Casa,,,Casa,,Santiago,CL,El Porvenir de Maipú 2902,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/8807483017
Blu,gerencia@hotelblu.cl,+56 34 231 7644,Blu,https://hotelblu.cl/,Santiago,CL,Manuel de Amat 2780,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/9519462090
Blu,reservas@hotelblu.cl,+56 34 231 7644,Blu,https://hotelblu.cl/,Santiago,CL,Manuel de Amat 2780,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/9519462090
Latam Lounge Santiago,,,Latam Lounge Santiago,https://www.latamairlines.com/cl/es/experiencia/aeropuerto/lounges-y-salones/latam-lounges/santiago,Pudahuel,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/9859607706
Nucleo Mayor Apart Hotel,,,Nucleo Mayor Apart Hotel,https://nucleomayor.cl/,Lo Barnechea,CL,Avenida Los Trapenses 2140,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/10062384677
Hotel Guayasuik,,,Hotel Guayasuik,,Santiago,CL,Guayaquil,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/10207622617
Hotel Boutique Tremo,,,Hotel Boutique Tremo,,Santiago,CL,Alberto Reyes 032,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/10221359317
Matildas Hotel Boutique,reservas@matildashotel.com,+56 9 6320 3628,Matildas Hotel Boutique,https://www.matildashotel.com/,Santiago,CL,Agustinas 2149,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/10814470832
NH Collection Santiago,,2224962000,NH Collection Santiago,,Vitacura,CL,Avenida Nueva Costanera 3900,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/10823491972
Casita Hostel,,,Casita Hostel,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/10856680436
Viva Chile Santiago Centro,,,Viva Chile Santiago Centro,,Santiago,CL,Amunátegui 651,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/10860826305
AC Hotel by Marriott,,,AC Hotel by Marriott,,Providencia,CL,Avenida Vitacura 130,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/10988886607
Hotel Sommelier,,,Hotel Sommelier,,Santiago,CL,Agustinas 694,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/11180758137
Pariwana hostal,info@pariwanahostel.com,,Pariwana hostal,http://www.Pariwana.com,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/11309715669
Pariwana hostal,cusco@pariwanahostel.com,,Pariwana hostal,http://www.Pariwana.com,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/11309715669
Pariwana hostal,lima@pariwanahostel.com,,Pariwana hostal,http://www.Pariwana.com,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/11309715669
Pariwana hostal,,,Pariwana hostal,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/11310624869
Primeclass Pacífico Metrópolis,contacto@primeclass.cl,,Primeclass Pacífico Metrópolis,https://primeclass.cl/es/salon-metropolis/,Pudahuel,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/11504398171
Hotel Boutique Sommelier,,,Hotel Boutique Sommelier,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/11576336050
Casa Arrayán Hotel Boutique,,+56 9 9645 4465,Casa Arrayán Hotel Boutique,https://www.casaarrayan.cl/,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/11882474009
Bellavista Home,,,Bellavista Home,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/12212136807
Hotel Solace Santiago,reservescl@solacehotel.cl,+56222708000,Hotel Solace Santiago,https://www.solacehotel.cl/,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/12312607090
Hotel Nippon,,,Hotel Nippon,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/12388263381
Hospedaje Republica cerca del Aeropuerto,,,Hospedaje Republica cerca del Aeropuerto,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/12401235401
Origenes hostel,,,Origenes hostel,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/12409435901
Alessandria Apart - El Bosque Norte,,+56222332082,Alessandria Apart - El Bosque Norte,,Santiago,CL,Avenida El Bosque Norte 33,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/12724238790
Hotel Asia Pacifico,hotel@asiapacifico.cl,,Hotel Asia Pacifico,https://asiapacifico.cl/,Santiago,CL,Maipú 17,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/12818390301
Residencial Metro Republica,,,Residencial Metro Republica,,Santiago,CL,Virginia Opazo 33,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/12896747676
Capital Hotel Bellet,,,Capital Hotel Bellet,,Providencia,CL,Antonio Bellet 135,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/13069885222
VIP Apartments Chile,contacto@palaciopereira.cl,+56976021046,VIP Apartments Chile,https://www.vipapartments.cl/,Santiago,CL,Huérfanos 1400,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/13165887540
VIP Apartments Chile,contacto@vipapartments.cl,+56976021046,VIP Apartments Chile,https://www.vipapartments.cl/,Santiago,CL,Huérfanos 1400,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/13165887540
VIP Apartments Chile,contacto@museodelamemoria.cl,+56976021046,VIP Apartments Chile,https://www.vipapartments.cl/,Santiago,CL,Huérfanos 1400,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/13165887540
VIP Apartments Chile,contacto@parquemet.cl,+56976021046,VIP Apartments Chile,https://www.vipapartments.cl/,Santiago,CL,Huérfanos 1400,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/13165887540
VIP Apartments Chile,hola@barrioitalia.cl,+56976021046,VIP Apartments Chile,https://www.vipapartments.cl/,Santiago,CL,Huérfanos 1400,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/13165887540
Hostal Brisa Serena Aeropuerto,,,Hostal Brisa Serena Aeropuerto,,Santiago,CL,Avenida Serrano 565,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/13289958825
Hostel Merced 88,,,Hostel Merced 88,,Santiago,CL,Merced 88,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/13390616869
Loft Hotel by Sommelier Hoteles,,+56986935451,Loft Hotel by Sommelier Hoteles,,Santiago,CL,Miraflores 264,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/13556427301
Casa Mondrian,,,Casa Mondrian,,Santiago,CL,Alberto Decombe 1245,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,node/13649957201
The Ritz-Carlton,,,The Ritz-Carlton,https://www.ritzcarlton.com/en/hotels/sclrz-the-ritz-carlton-santiago/,Las Condes,CL,El Alcalde 15,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/25107520
Hotel Director,reservas@director.cl,,Hotel Director,https://www.director.cl/,Las Condes,CL,Carmencita 45,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/40524258
Hotel Director,email@servidor.cl,,Hotel Director,https://www.director.cl/,Las Condes,CL,Carmencita 45,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/40524258
Novotel,,,Novotel,,Santiago,CL,Avenida Alonso de Córdova 5199,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/44638617
Hotel Los Nogales,,,Hotel Los Nogales,,Providencia,CL,Los Nogales 741,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/48270255
W Hotels,,+5627700000,W Hotels,,Las Condes,CL,Isidora Goyenechea 3000,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/56177875
Santiago Park Plaza,,,Santiago Park Plaza,,Providencia,CL,Avenida Ricardo Lyon 207,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/64877555
Hotel Torre Mayor,,,Hotel Torre Mayor,,Providencia,CL,Avenida Ricardo Lyon 322,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/64877610
Radisson,,,Radisson,,Huechuraba,CL,Avenida Santa Clara 354,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/64880629
El Bosque Suites,,,El Bosque Suites,,Las Condes,CL,Avenida Vitacura 2760,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/85033582
Hotel Atton El Bosque,,,Hotel Atton El Bosque,,Las Condes,CL,Roger de Flor 2770,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/96757618
InterContinental Santiago,,,InterContinental Santiago,,Las Condes,CL,Avenida Vitacura 2885,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/96762568
Holiday Inn Express - Santiago El Golf,,,Holiday Inn Express - Santiago El Golf,,Las Condes,CL,Avenida Vitacura 2929,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/96762581
Holiday Inn Aeropuerto Santiago,reservas@talbothotels.com,(56) 2 279 99900,Holiday Inn Aeropuerto Santiago,https://www.holidayinn.cl/hotel-aeropuerto-santiago/,Pudahuel,CL,Armando Cortinez Norte 2150,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/110280669
Ibis Alameda,,,Ibis Alameda,,Estación Central,CL,Avenida Libertador Bernardo O'Higgins 3780,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/160290320
Hotel & Apart,,,Hotel & Apart,,Santiago,CL,Avenida Libertador Bernardo O'Higgins 2670,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/164081994
Hostal Thayer,,,Hostal Thayer,,Providencia,CL,Luis Thayer Ojeda 746,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/187070106
Noi Vitacura,,,Noi Vitacura,,Vitacura,CL,Avenida Nueva Costanera 3736,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/187863202
Casa Mosaico Backpacker Hostel,,,Casa Mosaico Backpacker Hostel,,Santiago,CL,Loreto 109,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/200123938
Hostel Cien Fuegos,,,Hostel Cien Fuegos,https://www.hostelcienfuegos.cl/,Santiago,CL,Cienfuegos 151,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/200124578
Guanako,,,Guanako,,Providencia,CL,Pío Nono 5,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/203496685
Versailles Suites,,,Versailles Suites,,Las Condes,CL,Callao 2947,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/216695170
Ibis Providencia,,,Ibis Providencia,,Providencia,CL,Avenida Providencia 1187,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/220781503
Radisson Blu Plaza El Bosque,reservas@plazaelbosque.cl,+56 2 24981800,Radisson Blu Plaza El Bosque,http://www.plazaelbosque.cl/nuevalascondes/index.php,Las Condes,CL,Avenida Manquehue 656,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/225365777
Hotel Las Hortensias,,,Hotel Las Hortensias,,Providencia,CL,Las Hortensias,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/226725451
Hotel Nogales Express,,,Hotel Nogales Express,,Providencia,CL,Carmen Sylva 2341,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/226726747
Hotel El Vergel,,,Hotel El Vergel,,Providencia,CL,El Vergel 2223,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/226727528
Loreto Hotel,,+56 2 7771060,Loreto Hotel,http://www.loretohotel.com,Santiago,CL,Loreto 179,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/226996789
Eurotel El Bosque,,,Eurotel El Bosque,,Las Condes,CL,Avenida El Bosque Norte 0124,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/231445848
Pullman Santiago Vitacura,pullman.vitacura@accor.com,+56229447800,Pullman Santiago Vitacura,,Vitacura,CL,Avenida Vitacura 3201,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/235643668
Novotel,,,Novotel,,Vitacura,CL,Avenida Américo Vespucio Norte 1630,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/238346762
Hotel Militar,,,Hotel Militar,,Providencia,CL,Avenida Providencia 1219,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/251057740
Hotel Rugendas,,,Hotel Rugendas,,Las Condes,CL,Callao 3123,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/257696075
Hotel Director,,,Hotel Director,,Vitacura,CL,Avenida Vitacura 3600,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/262388666
Hotel Lyon,,,Hotel Lyon,,Providencia,CL,Avenida Ricardo Lyon 1525,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/264753859
Hotel Bonaparte,,,Hotel Bonaparte,http://www.bonaparte.cl/en/,Providencia,CL,Mar del Plata 2171,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/264762584
Hyatt Place Santiago/Vitacura,,,Hyatt Place Santiago/Vitacura,,Vitacura,CL,Avenida Américo Vespucio Norte 1597,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/276741931
Hotel Río Bidasoa,reservas@hotelbidasoa.cl,,Hotel Río Bidasoa,https://www.hotelbidasoa.cl/,Vitacura,CL,Avenida Vitacura 4873,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/276752597
DoubleTree,,,DoubleTree,,Las Condes,CL,Avenida Vitacura 2727,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/278419486
Hotel Reyall HB,,,Hotel Reyall HB,,Providencia,CL,Ezequías Alliende 2444,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/279564413
Oporto Hotel Boutique,,,Oporto Hotel Boutique,,Providencia,CL,Carlos Antúnez 2471,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/279573056
Hotel Presidente Suites,,,Hotel Presidente Suites,,Providencia,CL,Luis Thayer Ojeda 383,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/280951895
Apart Hotel Presidente,,,Apart Hotel Presidente,,Santiago,CL,Luis Thayer Ojeda 558,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/280958716
Hostal Don Alfredo,,,Hostal Don Alfredo,,Providencia,CL,Alberto Henckel 2360,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/281594192
Hotel Las Hortensias,,,Hotel Las Hortensias,,Providencia,CL,Las Hortensias 2308,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/281827147
Heidelberg Haus,reservas@heidelberghaus.cl,,Heidelberg Haus,http://www.heidelberghaus.cl,Providencia,CL,Los Nogales 843,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/281827175
Intiwasi Hotel,,,Intiwasi Hotel,https://intiwasihotel.com/,Providencia,CL,Josue Smith Solar 380,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/282056369
Hotel NH Ciudad De Santiago,,,Hotel NH Ciudad De Santiago,,Santiago,CL,Condell 40,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/282281321
Hotel Kennedy,,+56 2 229 08 100,Hotel Kennedy,https://www.hotelkennedychile.com/,Vitacura,CL,Avenida Presidente Kennedy 4570,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/285965290
Renaissance Santiago Hotel,,+56 2 26788888,Renaissance Santiago Hotel,https://www.marriott.com/hotels/travel/sclbr-renaissance-santiago-hotel/,Vitacura,CL,Avenida Presidente Kennedy 4700,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/285975433
Santiago Marriott,,+56 2 24262000,Santiago Marriott,https://www.marriott.com/hotels/travel/scldt-santiago-marriott-hotel/,Las Condes,CL,Avenida Presidente Kennedy 5741,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/288224301
Hilton Garden Inn,,+56 2 29641100,Hilton Garden Inn,https://hiltongardeninn3.hilton.com/en/hotels/chile/hilton-garden-inn-santiago-airport-SCLGIGI/index.html,Pudahuel,CL,Avenida Américo Vespucio 1292,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/289165058
Diego de Almagro Aeropuerto,recepcion-anf1@dahoteles.com,+56 2 22305600,Diego de Almagro Aeropuerto,https://www.dahoteles.com/,Pudahuel,CL,Avenida Américo Vespucio 1299,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/289165060
Diego de Almagro Aeropuerto,recepcion-anf2@dahoteles.com,+56 2 22305600,Diego de Almagro Aeropuerto,https://www.dahoteles.com/,Pudahuel,CL,Avenida Américo Vespucio 1299,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/289165060
Diego de Almagro Aeropuerto,recepcion-altoelloa@dahoteles.com,+56 2 22305600,Diego de Almagro Aeropuerto,https://www.dahoteles.com/,Pudahuel,CL,Avenida Américo Vespucio 1299,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/289165060
Diego de Almagro Aeropuerto,centraldereservas@dahoteles.com,+56 2 22305600,Diego de Almagro Aeropuerto,https://www.dahoteles.com/,Pudahuel,CL,Avenida Américo Vespucio 1299,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/289165060
Diego de Almagro Aeropuerto,recepcion-aeropuerto@dahoteles.com,+56 2 22305600,Diego de Almagro Aeropuerto,https://www.dahoteles.com/,Pudahuel,CL,Avenida Américo Vespucio 1299,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/289165060
Stanford Hotel,reservas@hotelstanford.cl,+56229518000,Stanford Hotel,https://www.hotelstanford.cl/,Providencia,CL,Coronel 2380,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/292670152
Hostal Casa Condell,,,Hostal Casa Condell,,Santiago,CL,Condell 114,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/296946999
Mr. Hotel,web@mrhoteles.cl,,Mr. Hotel,https://www.mrhotel.cl/,Santiago,CL,Avenida Pedro de Valdivia 150,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/297288250
Hotel Almasur,,,Hotel Almasur,,Providencia,CL,Avenida Pedro de Valdivia 450,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/298659705
Ibis Manquehue,,,Ibis Manquehue,,Las Condes,CL,O'Connell 165,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/302439032
Hotel Diego de Almagro,,,Hotel Diego de Almagro,,Providencia,CL,San Pío X 2530,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/377924860
Casa del Maestro,recepciocm@colegiodeprofesores.cl,+562 26996981 / +562 26959066,Casa del Maestro,,Santiago,CL,Catedral 2395,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/378480020
Aerotel,,,Aerotel,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/378582849
Hotel Regal Pacific,,,Hotel Regal Pacific,,Las Condes,CL,Avenida Apoquindo 5680,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/422030591
Nativa,,,Nativa,,Santiago,CL,Bombero Núñez,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/444920884
Casa Bellavista,,,Casa Bellavista,,Santiago,CL,Antonia López de Bello 374,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/444924418
Hotel Mansion,,,Hotel Mansion,,Recoleta,CL,Avenida Recoleta 1241,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/444939165
Hotel Parlamento,,,Hotel Parlamento,,Santiago,CL,Avenida Santa María 281,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/444945346
Hotel Ralief,,,Hotel Ralief,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/444950630
Hotel Alameda,,,Hotel Alameda,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/444953869
Casaltura,,,Casaltura,,Santiago,CL,Ismael Valdés Vergara,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/444961162
Hotel Imperio,,,Hotel Imperio,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/445113571
Hostal,,,Hostal,,Providencia,CL,Avenida Francisco Bilbao,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/445483300
Diego de Velásquez,,,Diego de Velásquez,,Santiago,CL,Diego de Velázquez,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/445852300
Cozumel,,,Cozumel,,Santiago,CL,Avenida Vicuña Mackenna 4471,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/446326528
Motel Azzo,,,Motel Azzo,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/446361850
Diagonal,,,Diagonal,,Santiago,CL,Avenida Diagonal Cardenal José María Caro 2875,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/446415923
Kan Kun,,,Kan Kun,,Santiago,CL,Avenida México,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/446595257
Hotel Mary Louis,,,Hotel Mary Louis,,Santiago,CL,,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/447090523
Motel El Buda,,,Motel El Buda,,Santiago,CL,Avenida Perú,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/447101687
Hotel Plaza,,,Hotel Plaza,,Santiago,CL,San Luis,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/447539257
Hotel Cumbres Vitacura,,+56224145000,Hotel Cumbres Vitacura,https://www.cumbresvitacura.com/,Vitacura,CL,Avenida Presidente Kennedy 4422,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/447709164
Hotel Orly,,,Hotel Orly,,Providencia,CL,Avenida Pedro de Valdivia 027,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/447709176
Hotel Lafayette,,,Hotel Lafayette,,Providencia,CL,Avenida Providencia,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/447714110
Hotel Tokio,,,Hotel Tokio,,Santiago,CL,Almirante Barroso 160,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/447767942
Bambu Motel,,,Bambu Motel,,Santiago,CL,Santo Domingo,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/447775512
Four Points By Sheraton,,,Four Points By Sheraton,https://www.marriott.com/en-us/hotels/sclfp-four-points-santiago/overview/,Providencia,CL,Santa Magdalena 111,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/447779248
Riviera Maya,,,Riviera Maya,,Santiago,CL,Santa Monica,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/447779285
Capital Apart Hotel,reservas@capitalapart.cl,(562)2591 3100,Capital Apart Hotel,www.capitalapart.cl,Santiago,CL,San Pablo 1457,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/448180870
Hotel Olicar 1,,,Hotel Olicar 1,,Santiago,CL,San Pablo,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/448180872
Hotel Blue,,,Hotel Blue,,Santiago,CL,General Bulnes,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/448192597
Bellas Artes Palace,,,Bellas Artes Palace,,Santiago,CL,Santo Domingo 444,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/448196925
Asturiano Motel,,,Asturiano Motel,,Santiago,CL,Catedral,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/448219718
Hotel Santa Lucia,,+56 2 2639 8201,Hotel Santa Lucia,https://www.hotelsantalucia.cl/,Santiago,CL,Huérfanos 779,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/448220555
Hotel Casa Aure,,,Hotel Casa Aure,,Santiago,CL,Compañia de Jesus,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/448335507
Hostal Americano,,,Hostal Americano,,Santiago,CL,Compañia de Jesus 1906,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/448337396
Hotel,,,Hotel,,Santiago,CL,Avenida Ricardo Cumming,chile_santiago_hotel_osm_2026_05_12,osm_overpass,tourism,way/448341830
